split,relative_path,label_path,observation_id,photo_id,confidence,box_count,source_url,mode
train,train/images/obsd753058c-13de-42d5-b773-10e2d9c599a0_photo525021763_000409.jpg,train/labels/obsd753058c-13de-42d5-b773-10e2d9c599a0_photo525021763_000409.txt,d753058c-13de-42d5-b773-10e2d9c599a0,525021763,0.9175,2,https://inaturalist-open-data.s3.amazonaws.com/photos/525021763/large.jpg,bbox
train,train/images/obs65d80917-7b03-4f45-9624-2d98d2651bcb_photo395323711_000790.jpg,train/labels/obs65d80917-7b03-4f45-9624-2d98d2651bcb_photo395323711_000790.txt,65d80917-7b03-4f45-9624-2d98d2651bcb,395323711,0.8051,1,https://static.inaturalist.org/photos/395323711/large.jpeg,bbox
train,train/images/obs42d7ffa0-b403-4de7-9a1e-a52c62c3202f_photo492330743_000519.jpg,train/labels/obs42d7ffa0-b403-4de7-9a1e-a52c62c3202f_photo492330743_000519.txt,42d7ffa0-b403-4de7-9a1e-a52c62c3202f,492330743,0.8536,3,https://inaturalist-open-data.s3.amazonaws.com/photos/492330743/large.jpg,bbox
train,train/images/obs42d7ffa0-b403-4de7-9a1e-a52c62c3202f_photo492374365_000522.jpg,train/labels/obs42d7ffa0-b403-4de7-9a1e-a52c62c3202f_photo492374365_000522.txt,42d7ffa0-b403-4de7-9a1e-a52c62c3202f,492374365,0.4294,3,https://inaturalist-open-data.s3.amazonaws.com/photos/492374365/large.jpg,bbox
train,train/images/obsf54aa110-d064-47c7-8ed0-1cb60822bd31_photo494388523_000494.jpg,train/labels/obsf54aa110-d064-47c7-8ed0-1cb60822bd31_photo494388523_000494.txt,f54aa110-d064-47c7-8ed0-1cb60822bd31,494388523,0.2780,2,https://inaturalist-open-data.s3.amazonaws.com/photos/494388523/large.jpeg,bbox
train,train/images/obs99344095-e978-450c-a751-5298c4a7806a_photo478637218_000624.jpg,train/labels/obs99344095-e978-450c-a751-5298c4a7806a_photo478637218_000624.txt,99344095-e978-450c-a751-5298c4a7806a,478637218,0.3485,1,https://static.inaturalist.org/photos/478637218/large.jpeg,bbox
train,train/images/obsaf80976e-e810-4aca-868d-d942b1f5f329_photo341630172_000918.jpg,train/labels/obsaf80976e-e810-4aca-868d-d942b1f5f329_photo341630172_000918.txt,af80976e-e810-4aca-868d-d942b1f5f329,341630172,0.3182,2,https://inaturalist-open-data.s3.amazonaws.com/photos/341630172/large.jpeg,bbox
train,train/images/obs290f0767-742d-4886-a07d-ce94bd2fc68f_photo589893081_000300.jpg,train/labels/obs290f0767-742d-4886-a07d-ce94bd2fc68f_photo589893081_000300.txt,290f0767-742d-4886-a07d-ce94bd2fc68f,589893081,0.7672,4,https://static.inaturalist.org/photos/589893081/large.jpg,bbox
train,train/images/obs7a1cef61-6f9e-46f5-9261-cff9c1264c5a_photo646054528_000074.jpg,train/labels/obs7a1cef61-6f9e-46f5-9261-cff9c1264c5a_photo646054528_000074.txt,7a1cef61-6f9e-46f5-9261-cff9c1264c5a,646054528,0.5829,3,https://inaturalist-open-data.s3.amazonaws.com/photos/646054528/large.jpg,bbox
train,train/images/obsf2b6791f-f427-4ce8-ad8e-9bdab475ceea_photo606190934_000222.jpg,train/labels/obsf2b6791f-f427-4ce8-ad8e-9bdab475ceea_photo606190934_000222.txt,f2b6791f-f427-4ce8-ad8e-9bdab475ceea,606190934,0.9254,1,https://inaturalist-open-data.s3.amazonaws.com/photos/606190934/large.jpg,bbox
train,train/images/obs1a430d30-c274-47fe-9e26-5a9cd4884992_photo643969589_000090.jpg,train/labels/obs1a430d30-c274-47fe-9e26-5a9cd4884992_photo643969589_000090.txt,1a430d30-c274-47fe-9e26-5a9cd4884992,643969589,0.4509,4,https://inaturalist-open-data.s3.amazonaws.com/photos/643969589/large.jpg,bbox
train,train/images/obs4210c131-c3af-4fc6-ae9b-0cf0126824e7_photo283644246_000978.jpg,train/labels/obs4210c131-c3af-4fc6-ae9b-0cf0126824e7_photo283644246_000978.txt,4210c131-c3af-4fc6-ae9b-0cf0126824e7,283644246,0.7912,5,https://static.inaturalist.org/photos/283644246/large.jpeg,bbox
train,train/images/obs222336d7-53a2-4b33-9e9e-d91e6af13c52_photo393502246_000802.jpg,train/labels/obs222336d7-53a2-4b33-9e9e-d91e6af13c52_photo393502246_000802.txt,222336d7-53a2-4b33-9e9e-d91e6af13c52,393502246,0.8216,1,https://static.inaturalist.org/photos/393502246/large.jpg,bbox
train,train/images/obs1ef9a386-2bbc-46a3-8142-5dda93aaa6e5_photo636023997_000131.jpg,train/labels/obs1ef9a386-2bbc-46a3-8142-5dda93aaa6e5_photo636023997_000131.txt,1ef9a386-2bbc-46a3-8142-5dda93aaa6e5,636023997,0.8052,6,https://inaturalist-open-data.s3.amazonaws.com/photos/636023997/large.jpg,bbox
train,train/images/obs0f9c7cc7-4f05-48ff-967d-5179ea45038f_photo282649264_000979.jpg,train/labels/obs0f9c7cc7-4f05-48ff-967d-5179ea45038f_photo282649264_000979.txt,0f9c7cc7-4f05-48ff-967d-5179ea45038f,282649264,0.4628,5,https://inaturalist-open-data.s3.amazonaws.com/photos/282649264/large.jpeg,bbox
train,train/images/obs078ae76d-e828-439c-8b2b-bbc1f98223bf_photo636660020_000122.jpg,train/labels/obs078ae76d-e828-439c-8b2b-bbc1f98223bf_photo636660020_000122.txt,078ae76d-e828-439c-8b2b-bbc1f98223bf,636660020,0.4469,3,https://static.inaturalist.org/photos/636660020/large.jpg,bbox
train,train/images/obs0558e30a-ba84-4a7a-ae88-638747a85ff7_photo486275445_000550.jpg,train/labels/obs0558e30a-ba84-4a7a-ae88-638747a85ff7_photo486275445_000550.txt,0558e30a-ba84-4a7a-ae88-638747a85ff7,486275445,0.4231,1,https://static.inaturalist.org/photos/486275445/large.jpg,bbox
train,train/images/obs0092a998-bfa9-4b0c-83df-74de6f789827_photo522844440_000425.jpg,train/labels/obs0092a998-bfa9-4b0c-83df-74de6f789827_photo522844440_000425.txt,0092a998-bfa9-4b0c-83df-74de6f789827,522844440,0.8361,19,https://inaturalist-open-data.s3.amazonaws.com/photos/522844440/large.jpg,bbox
train,train/images/obs1ef9a386-2bbc-46a3-8142-5dda93aaa6e5_photo636023994_000132.jpg,train/labels/obs1ef9a386-2bbc-46a3-8142-5dda93aaa6e5_photo636023994_000132.txt,1ef9a386-2bbc-46a3-8142-5dda93aaa6e5,636023994,0.7653,7,https://inaturalist-open-data.s3.amazonaws.com/photos/636023994/large.jpg,bbox
train,train/images/obsaf80976e-e810-4aca-868d-d942b1f5f329_photo341631286_000923.jpg,train/labels/obsaf80976e-e810-4aca-868d-d942b1f5f329_photo341631286_000923.txt,af80976e-e810-4aca-868d-d942b1f5f329,341631286,0.5720,46,https://inaturalist-open-data.s3.amazonaws.com/photos/341631286/large.jpeg,bbox
train,train/images/obsa7094be5-dd00-4f5b-9834-efc248ac9d1e_photo285099919_000975.jpg,train/labels/obsa7094be5-dd00-4f5b-9834-efc248ac9d1e_photo285099919_000975.txt,a7094be5-dd00-4f5b-9834-efc248ac9d1e,285099919,0.7529,9,https://inaturalist-open-data.s3.amazonaws.com/photos/285099919/large.jpeg,bbox
train,train/images/obs5477e4d7-1a5e-4696-945f-9091ceb079b6_photo654539419_000019.jpg,train/labels/obs5477e4d7-1a5e-4696-945f-9091ceb079b6_photo654539419_000019.txt,5477e4d7-1a5e-4696-945f-9091ceb079b6,654539419,0.2862,1,https://inaturalist-open-data.s3.amazonaws.com/photos/654539419/large.jpg,bbox
train,train/images/obs424e4e25-6d9e-4acd-b763-7dd06088574e_photo615393712_000187.jpg,train/labels/obs424e4e25-6d9e-4acd-b763-7dd06088574e_photo615393712_000187.txt,424e4e25-6d9e-4acd-b763-7dd06088574e,615393712,0.8588,1,https://inaturalist-open-data.s3.amazonaws.com/photos/615393712/large.jpg,bbox
train,train/images/obs7eb781f1-57fc-4d13-a176-04e1bd6ee42a_photo604165389_000233.jpg,train/labels/obs7eb781f1-57fc-4d13-a176-04e1bd6ee42a_photo604165389_000233.txt,7eb781f1-57fc-4d13-a176-04e1bd6ee42a,604165389,0.7897,3,https://inaturalist-open-data.s3.amazonaws.com/photos/604165389/large.jpg,bbox
train,train/images/obsc968cda7-91f3-411c-8181-e3d43d227f7e_photo653287192_000022.jpg,train/labels/obsc968cda7-91f3-411c-8181-e3d43d227f7e_photo653287192_000022.txt,c968cda7-91f3-411c-8181-e3d43d227f7e,653287192,0.4871,16,https://static.inaturalist.org/photos/653287192/large.jpg,bbox
train,train/images/obsc33b26bf-955e-45d2-96cb-bf3a12c32643_photo480653841_000622.jpg,train/labels/obsc33b26bf-955e-45d2-96cb-bf3a12c32643_photo480653841_000622.txt,c33b26bf-955e-45d2-96cb-bf3a12c32643,480653841,0.3160,1,https://inaturalist-open-data.s3.amazonaws.com/photos/480653841/large.jpeg,bbox
train,train/images/obs45054ac6-753e-4881-abbb-0e95ea9d87a1_photo657059314_000011.jpg,train/labels/obs45054ac6-753e-4881-abbb-0e95ea9d87a1_photo657059314_000011.txt,45054ac6-753e-4881-abbb-0e95ea9d87a1,657059314,0.2696,1,https://inaturalist-open-data.s3.amazonaws.com/photos/657059314/large.jpg,bbox
train,train/images/obs1f65b313-3173-42b6-8acd-b5f1d056f14a_photo644773128_000087.jpg,train/labels/obs1f65b313-3173-42b6-8acd-b5f1d056f14a_photo644773128_000087.txt,1f65b313-3173-42b6-8acd-b5f1d056f14a,644773128,0.6983,11,https://inaturalist-open-data.s3.amazonaws.com/photos/644773128/large.jpg,bbox
train,train/images/obs7e2a933c-14cc-472f-95ee-1e546c6f0cc9_photo278704251_000983.jpg,train/labels/obs7e2a933c-14cc-472f-95ee-1e546c6f0cc9_photo278704251_000983.txt,7e2a933c-14cc-472f-95ee-1e546c6f0cc9,278704251,0.6903,4,https://inaturalist-open-data.s3.amazonaws.com/photos/278704251/large.jpeg,bbox
train,train/images/obs902a1908-79e5-4f10-949a-571dd299cb60_photo471323361_000638.jpg,train/labels/obs902a1908-79e5-4f10-949a-571dd299cb60_photo471323361_000638.txt,902a1908-79e5-4f10-949a-571dd299cb60,471323361,0.8217,9,https://static.inaturalist.org/photos/471323361/large.jpg,bbox
train,train/images/obs018fc76b-841a-4e5c-9f67-b5fa2cfd654f_photo303556200_000956.jpg,train/labels/obs018fc76b-841a-4e5c-9f67-b5fa2cfd654f_photo303556200_000956.txt,018fc76b-841a-4e5c-9f67-b5fa2cfd654f,303556200,0.5429,32,https://static.inaturalist.org/photos/303556200/large.jpg,bbox
train,train/images/obs56ff4912-b3db-4515-969f-53137ec8380c_photo395218862_000797.jpg,train/labels/obs56ff4912-b3db-4515-969f-53137ec8380c_photo395218862_000797.txt,56ff4912-b3db-4515-969f-53137ec8380c,395218862,0.4458,3,https://inaturalist-open-data.s3.amazonaws.com/photos/395218862/large.jpeg,bbox
train,train/images/obs0472e109-d995-45c0-805c-92000644bbec_photo493327970_000508.jpg,train/labels/obs0472e109-d995-45c0-805c-92000644bbec_photo493327970_000508.txt,0472e109-d995-45c0-805c-92000644bbec,493327970,0.4150,1,https://inaturalist-open-data.s3.amazonaws.com/photos/493327970/large.jpeg,bbox
train,train/images/obs419fb268-5046-4ea9-9a3e-c4bfe95e34b6_photo526196185_000406.jpg,train/labels/obs419fb268-5046-4ea9-9a3e-c4bfe95e34b6_photo526196185_000406.txt,419fb268-5046-4ea9-9a3e-c4bfe95e34b6,526196185,0.6789,3,https://inaturalist-open-data.s3.amazonaws.com/photos/526196185/large.jpg,bbox
train,train/images/obs39c5d7b4-c177-4e03-8a50-a918eb12bdc4_photo481135103_000621.jpg,train/labels/obs39c5d7b4-c177-4e03-8a50-a918eb12bdc4_photo481135103_000621.txt,39c5d7b4-c177-4e03-8a50-a918eb12bdc4,481135103,0.6038,3,https://inaturalist-open-data.s3.amazonaws.com/photos/481135103/large.jpg,bbox
train,train/images/obs41be8114-baef-49eb-ab5a-fa0e0fa4c743_photo448976767_000704.jpg,train/labels/obs41be8114-baef-49eb-ab5a-fa0e0fa4c743_photo448976767_000704.txt,41be8114-baef-49eb-ab5a-fa0e0fa4c743,448976767,0.3850,1,https://inaturalist-open-data.s3.amazonaws.com/photos/448976767/large.jpg,bbox
train,train/images/obs815d2c34-7f91-4d44-9781-910ef5602f52_photo581585909_000314.jpg,train/labels/obs815d2c34-7f91-4d44-9781-910ef5602f52_photo581585909_000314.txt,815d2c34-7f91-4d44-9781-910ef5602f52,581585909,0.8199,1,https://inaturalist-open-data.s3.amazonaws.com/photos/581585909/large.jpg,bbox
train,train/images/obs0558e30a-ba84-4a7a-ae88-638747a85ff7_photo486272441_000558.jpg,train/labels/obs0558e30a-ba84-4a7a-ae88-638747a85ff7_photo486272441_000558.txt,0558e30a-ba84-4a7a-ae88-638747a85ff7,486272441,0.3112,1,https://static.inaturalist.org/photos/486272441/large.jpeg,bbox
train,train/images/obs24c337d8-97cc-421e-9ead-bf03247a9111_photo646662867_000067.jpg,train/labels/obs24c337d8-97cc-421e-9ead-bf03247a9111_photo646662867_000067.txt,24c337d8-97cc-421e-9ead-bf03247a9111,646662867,0.2675,1,https://inaturalist-open-data.s3.amazonaws.com/photos/646662867/large.jpg,bbox
train,train/images/obsb2644564-86a2-498d-8f32-3fdeb22f12d6_photo522878315_000420.jpg,train/labels/obsb2644564-86a2-498d-8f32-3fdeb22f12d6_photo522878315_000420.txt,b2644564-86a2-498d-8f32-3fdeb22f12d6,522878315,0.8506,14,https://inaturalist-open-data.s3.amazonaws.com/photos/522878315/large.jpg,bbox
train,train/images/obs6bb7c723-0971-4bc6-a69f-adacc94507ec_photo382603262_000824.jpg,train/labels/obs6bb7c723-0971-4bc6-a69f-adacc94507ec_photo382603262_000824.txt,6bb7c723-0971-4bc6-a69f-adacc94507ec,382603262,0.4312,1,https://inaturalist-open-data.s3.amazonaws.com/photos/382603262/large.jpeg,bbox
train,train/images/obsc6fa7f0b-9f54-4cdc-9d7c-60300fb9f6e1_photo647484423_000064.jpg,train/labels/obsc6fa7f0b-9f54-4cdc-9d7c-60300fb9f6e1_photo647484423_000064.txt,c6fa7f0b-9f54-4cdc-9d7c-60300fb9f6e1,647484423,0.7688,1,https://static.inaturalist.org/photos/647484423/large.jpg,bbox
train,train/images/obs1109d224-bd46-41be-8214-3ed969a7639b_photo646298326_000071.jpg,train/labels/obs1109d224-bd46-41be-8214-3ed969a7639b_photo646298326_000071.txt,1109d224-bd46-41be-8214-3ed969a7639b,646298326,0.2502,1,https://inaturalist-open-data.s3.amazonaws.com/photos/646298326/large.jpg,bbox
train,train/images/obsf58f4c17-e9f2-43e2-8da4-444be15007e7_photo618552506_000176.jpg,train/labels/obsf58f4c17-e9f2-43e2-8da4-444be15007e7_photo618552506_000176.txt,f58f4c17-e9f2-43e2-8da4-444be15007e7,618552506,0.6075,3,https://static.inaturalist.org/photos/618552506/large.jpg,bbox
train,train/images/obsaf80976e-e810-4aca-868d-d942b1f5f329_photo341630245_000919.jpg,train/labels/obsaf80976e-e810-4aca-868d-d942b1f5f329_photo341630245_000919.txt,af80976e-e810-4aca-868d-d942b1f5f329,341630245,0.4389,20,https://inaturalist-open-data.s3.amazonaws.com/photos/341630245/large.jpeg,bbox
train,train/images/obs2f7a9591-56ea-4cfc-842b-28aeee24a685_photo584456229_000310.jpg,train/labels/obs2f7a9591-56ea-4cfc-842b-28aeee24a685_photo584456229_000310.txt,2f7a9591-56ea-4cfc-842b-28aeee24a685,584456229,0.3310,1,https://inaturalist-open-data.s3.amazonaws.com/photos/584456229/large.jpg,bbox
train,train/images/obsa6bd9910-1026-4a7a-a6b3-25b6b6bba0b8_photo395541603_000798.jpg,train/labels/obsa6bd9910-1026-4a7a-a6b3-25b6b6bba0b8_photo395541603_000798.txt,a6bd9910-1026-4a7a-a6b3-25b6b6bba0b8,395541603,0.6964,16,https://inaturalist-open-data.s3.amazonaws.com/photos/395541603/large.jpeg,bbox
train,train/images/obsdcb5523c-6d6d-40a7-a16b-98a92dc4a4c5_photo386190679_000813.jpg,train/labels/obsdcb5523c-6d6d-40a7-a16b-98a92dc4a4c5_photo386190679_000813.txt,dcb5523c-6d6d-40a7-a16b-98a92dc4a4c5,386190679,0.6569,6,https://static.inaturalist.org/photos/386190679/large.jpeg,bbox
train,train/images/obs0558e30a-ba84-4a7a-ae88-638747a85ff7_photo486272751_000563.jpg,train/labels/obs0558e30a-ba84-4a7a-ae88-638747a85ff7_photo486272751_000563.txt,0558e30a-ba84-4a7a-ae88-638747a85ff7,486272751,0.3554,1,https://static.inaturalist.org/photos/486272751/large.jpeg,bbox
train,train/images/obs832185d0-8310-4c25-a584-ccccb194862b_photo534813654_000393.jpg,train/labels/obs832185d0-8310-4c25-a584-ccccb194862b_photo534813654_000393.txt,832185d0-8310-4c25-a584-ccccb194862b,534813654,0.5859,1,https://inaturalist-open-data.s3.amazonaws.com/photos/534813654/large.jpg,bbox
train,train/images/obsb8e742ed-8603-43f6-a9a4-cb39e1ad9cbc_photo449619391_000700.jpg,train/labels/obsb8e742ed-8603-43f6-a9a4-cb39e1ad9cbc_photo449619391_000700.txt,b8e742ed-8603-43f6-a9a4-cb39e1ad9cbc,449619391,0.2644,1,https://inaturalist-open-data.s3.amazonaws.com/photos/449619391/large.jpeg,bbox
train,train/images/obs93bfb8ae-3475-4cff-bbe2-2feb4a5be036_photo577348193_000325.jpg,train/labels/obs93bfb8ae-3475-4cff-bbe2-2feb4a5be036_photo577348193_000325.txt,93bfb8ae-3475-4cff-bbe2-2feb4a5be036,577348193,0.5078,1,https://inaturalist-open-data.s3.amazonaws.com/photos/577348193/large.jpg,bbox
train,train/images/obs96807c6b-6f36-4772-a227-deb1ae640732_photo527975766_000403.jpg,train/labels/obs96807c6b-6f36-4772-a227-deb1ae640732_photo527975766_000403.txt,96807c6b-6f36-4772-a227-deb1ae640732,527975766,0.2564,1,https://inaturalist-open-data.s3.amazonaws.com/photos/527975766/large.jpg,bbox
train,train/images/obs2016b6ce-13eb-4ce5-9d69-cd5dcc8b60e3_photo292026037_000968.jpg,train/labels/obs2016b6ce-13eb-4ce5-9d69-cd5dcc8b60e3_photo292026037_000968.txt,2016b6ce-13eb-4ce5-9d69-cd5dcc8b60e3,292026037,0.6769,16,https://static.inaturalist.org/photos/292026037/large.jpeg,bbox
train,train/images/obs16692720-b936-44e7-be5c-2f4d5b85ad63_photo495076907_000484.jpg,train/labels/obs16692720-b936-44e7-be5c-2f4d5b85ad63_photo495076907_000484.txt,16692720-b936-44e7-be5c-2f4d5b85ad63,495076907,0.6568,5,https://inaturalist-open-data.s3.amazonaws.com/photos/495076907/large.jpeg,bbox
train,train/images/obsc9316c59-66ca-4f12-b17c-593573dacd4c_photo659417329_000001.jpg,train/labels/obsc9316c59-66ca-4f12-b17c-593573dacd4c_photo659417329_000001.txt,c9316c59-66ca-4f12-b17c-593573dacd4c,659417329,0.8003,2,https://static.inaturalist.org/photos/659417329/large.jpg,bbox
train,train/images/obs42d7ffa0-b403-4de7-9a1e-a52c62c3202f_photo492374351_000521.jpg,train/labels/obs42d7ffa0-b403-4de7-9a1e-a52c62c3202f_photo492374351_000521.txt,42d7ffa0-b403-4de7-9a1e-a52c62c3202f,492374351,0.8269,2,https://inaturalist-open-data.s3.amazonaws.com/photos/492374351/large.jpg,bbox
train,train/images/obs79f3168c-f2f2-4512-b600-94c0389bc09c_photo405505388_000830.jpg,train/labels/obs79f3168c-f2f2-4512-b600-94c0389bc09c_photo405505388_000830.txt,79f3168c-f2f2-4512-b600-94c0389bc09c,405505388,0.3557,2,https://inaturalist-open-data.s3.amazonaws.com/photos/405505388/large.jpg,bbox
train,train/images/obsaf80976e-e810-4aca-868d-d942b1f5f329_photo341630317_000921.jpg,train/labels/obsaf80976e-e810-4aca-868d-d942b1f5f329_photo341630317_000921.txt,af80976e-e810-4aca-868d-d942b1f5f329,341630317,0.6601,12,https://inaturalist-open-data.s3.amazonaws.com/photos/341630317/large.jpeg,bbox
train,train/images/obs71d04ffd-22f5-47a1-bf77-097baef8aebb_photo633785552_000141.jpg,train/labels/obs71d04ffd-22f5-47a1-bf77-097baef8aebb_photo633785552_000141.txt,71d04ffd-22f5-47a1-bf77-097baef8aebb,633785552,0.2706,1,https://inaturalist-open-data.s3.amazonaws.com/photos/633785552/large.jpg,bbox
train,train/images/obs9e08cba2-a8d1-4cb7-b335-77ce9b86d601_photo499739025_000466.jpg,train/labels/obs9e08cba2-a8d1-4cb7-b335-77ce9b86d601_photo499739025_000466.txt,9e08cba2-a8d1-4cb7-b335-77ce9b86d601,499739025,0.7808,10,https://static.inaturalist.org/photos/499739025/large.jpeg,bbox
train,train/images/obs8b9d5f06-5535-4b30-8d2e-aeb48e7cf5ed_photo454883510_000684.jpg,train/labels/obs8b9d5f06-5535-4b30-8d2e-aeb48e7cf5ed_photo454883510_000684.txt,8b9d5f06-5535-4b30-8d2e-aeb48e7cf5ed,454883510,0.6015,7,https://inaturalist-open-data.s3.amazonaws.com/photos/454883510/large.jpeg,bbox
train,train/images/obs0558e30a-ba84-4a7a-ae88-638747a85ff7_photo486274119_000570.jpg,train/labels/obs0558e30a-ba84-4a7a-ae88-638747a85ff7_photo486274119_000570.txt,0558e30a-ba84-4a7a-ae88-638747a85ff7,486274119,0.6846,5,https://static.inaturalist.org/photos/486274119/large.jpeg,bbox
train,train/images/obs0558e30a-ba84-4a7a-ae88-638747a85ff7_photo486275441_000576.jpg,train/labels/obs0558e30a-ba84-4a7a-ae88-638747a85ff7_photo486275441_000576.txt,0558e30a-ba84-4a7a-ae88-638747a85ff7,486275441,0.8000,3,https://static.inaturalist.org/photos/486275441/large.jpg,bbox
train,train/images/obs07af96a4-3ab3-49d7-a1d5-d1ecaa650bce_photo508623800_000446.jpg,train/labels/obs07af96a4-3ab3-49d7-a1d5-d1ecaa650bce_photo508623800_000446.txt,07af96a4-3ab3-49d7-a1d5-d1ecaa650bce,508623800,0.7508,11,https://inaturalist-open-data.s3.amazonaws.com/photos/508623800/large.jpg,bbox
train,train/images/obsa697cf15-9868-49d3-a81e-064e4514961f_photo369919266_000874.jpg,train/labels/obsa697cf15-9868-49d3-a81e-064e4514961f_photo369919266_000874.txt,a697cf15-9868-49d3-a81e-064e4514961f,369919266,0.7979,10,https://static.inaturalist.org/photos/369919266/large.jpg,bbox
train,train/images/obs91d07722-f241-45f9-a9f7-1a6fc745a13e_photo274800726_000985.jpg,train/labels/obs91d07722-f241-45f9-a9f7-1a6fc745a13e_photo274800726_000985.txt,91d07722-f241-45f9-a9f7-1a6fc745a13e,274800726,0.7120,2,https://static.inaturalist.org/photos/274800726/large.jpeg,bbox
train,train/images/obs1ef9a386-2bbc-46a3-8142-5dda93aaa6e5_photo636022800_000134.jpg,train/labels/obs1ef9a386-2bbc-46a3-8142-5dda93aaa6e5_photo636022800_000134.txt,1ef9a386-2bbc-46a3-8142-5dda93aaa6e5,636022800,0.8950,2,https://inaturalist-open-data.s3.amazonaws.com/photos/636022800/large.jpg,bbox
train,train/images/obsfc3a7634-e970-4540-ad43-669774aa8566_photo390536666_000810.jpg,train/labels/obsfc3a7634-e970-4540-ad43-669774aa8566_photo390536666_000810.txt,fc3a7634-e970-4540-ad43-669774aa8566,390536666,0.4025,2,https://inaturalist-open-data.s3.amazonaws.com/photos/390536666/large.jpg,bbox
train,train/images/obs69e21b9a-cabc-4e6d-8102-c1417e123d34_photo369523526_000876.jpg,train/labels/obs69e21b9a-cabc-4e6d-8102-c1417e123d34_photo369523526_000876.txt,69e21b9a-cabc-4e6d-8102-c1417e123d34,369523526,0.8749,13,https://static.inaturalist.org/photos/369523526/large.jpeg,bbox
train,train/images/obsb2644564-86a2-498d-8f32-3fdeb22f12d6_photo522878414_000424.jpg,train/labels/obsb2644564-86a2-498d-8f32-3fdeb22f12d6_photo522878414_000424.txt,b2644564-86a2-498d-8f32-3fdeb22f12d6,522878414,0.2523,1,https://inaturalist-open-data.s3.amazonaws.com/photos/522878414/large.jpg,bbox
train,train/images/obsdfa57427-0df6-4fd3-8fee-6bd874844add_photo601193775_000241.jpg,train/labels/obsdfa57427-0df6-4fd3-8fee-6bd874844add_photo601193775_000241.txt,dfa57427-0df6-4fd3-8fee-6bd874844add,601193775,0.8810,2,https://inaturalist-open-data.s3.amazonaws.com/photos/601193775/large.jpg,bbox
